Fecha diagnóstico;Territorio;Medida;Valor;
24/07/2020;Huelva;UCI;0;
24/07/2020;Huelva;Curados;3;
24/07/2020;Huelva;Fallecidos;0;
24/07/2020;Jaén;Confirmados PCR;3;
24/07/2020;Jaén;Total confirmados;3;
24/07/2020;Jaén;Hospitalizados;1;
24/07/2020;Jaén;UCI;0;
24/07/2020;Jaén;Curados;3;
24/07/2020;Jaén;Fallecidos;0;
24/07/2020;Málaga;Confirmados PCR;22;
24/07/2020;Málaga;Total confirmados;23;
24/07/2020;Málaga;Hospitalizados;1;
24/07/2020;Málaga;UCI;0;
24/07/2020;Málaga;Curados;2;
24/07/2020;Málaga;Fallecidos;0;
24/07/2020;Sevilla;Confirmados PCR;42;
24/07/2020;Sevilla;Total confirmados;42;
24/07/2020;Sevilla;Hospitalizados;0;
24/07/2020;Sevilla;UCI;0;
24/07/2020;Sevilla;Curados;34;
24/07/2020;Sevilla;Fallecidos;0;
23/07/2020;Andalucía;Confirmados PCR;97;
23/07/2020;Andalucía;Total confirmados;97;
23/07/2020;Andalucía;Hospitalizados;8;
23/07/2020;Andalucía;UCI;1;
23/07/2020;Andalucía;Curados;66;
23/07/2020;Andalucía;Fallecidos;0;
23/07/2020;Almería;Confirmados PCR;43;
23/07/2020;Almería;Total confirmados;43;
23/07/2020;Almería;Hospitalizados;4;
23/07/2020;Almería;UCI;1;
23/07/2020;Almería;Curados;40;
23/07/2020;Almería;Fallecidos;0;
23/07/2020;Cádiz;Confirmados PCR;1;
23/07/2020;Cádiz;Total confirmados;1;
23/07/2020;Cádiz;Hospitalizados;0;
23/07/2020;Cádiz;UCI;0;
23/07/2020;Cádiz;Curados;1;
23/07/2020;Cádiz;Fallecidos;0;
23/07/2020;Córdoba;Confirmados PCR;6;
23/07/2020;Córdoba;Total confirmados;6;
23/07/2020;Córdoba;Hospitalizados;1;
23/07/2020;Córdoba;UCI;0;
23/07/2020;Córdoba;Curados;5;
23/07/2020;Córdoba;Fallecidos;0;
23/07/2020;Granada;Confirmados PCR;14;
23/07/2020;Granada;Total confirmados;14;
23/07/2020;Granada;Hospitalizados;1;
23/07/2020;Granada;UCI;0;
23/07/2020;Granada;Curados;2;
23/07/2020;Granada;Fallecidos;0;
23/07/2020;Huelva;Confirmados PCR;1;
23/07/2020;Huelva;Total confirmados;1;
23/07/2020;Huelva;Hospitalizados;0;
23/07/2020;Huelva;UCI;0;
23/07/2020;Huelva;Curados;1;
23/07/2020;Huelva;Fallecidos;0;
23/07/2020;Jaén;Confirmados PCR;6;
23/07/2020;Jaén;Total confirmados;6;
23/07/2020;Jaén;Hospitalizados;1;
23/07/2020;Jaén;UCI;0;
23/07/2020;Jaén;Curados;6;
23/07/2020;Jaén;Fallecidos;0;
23/07/2020;Málaga;Confirmados PCR;17;
23/07/2020;Málaga;Total confirmados;17;
23/07/2020;Málaga;Hospitalizados;1;
23/07/2020;Málaga;UCI;0;
23/07/2020;Málaga;Curados;3;
23/07/2020;Málaga;Fallecidos;0;
23/07/2020;Sevilla;Confirmados PCR;9;
23/07/2020;Sevilla;Total confirmados;9;
23/07/2020;Sevilla;Hospitalizados;0;
23/07/2020;Sevilla;UCI;0;
23/07/2020;Sevilla;Curados;8;
23/07/2020;Sevilla;Fallecidos;0;
22/07/2020;Andalucía;Confirmados PCR;81;
22/07/2020;Andalucía;Total confirmados;85;
22/07/2020;Andalucía;Hospitalizados;7;
22/07/2020;Andalucía;UCI;1;
22/07/2020;Andalucía;Curados;35;
22/07/2020;Andalucía;Fallecidos;1;
22/07/2020;Almería;Confirmados PCR;23;
22/07/2020;Almería;Total confirmados;23;
22/07/2020;Almería;Hospitalizados;3;
22/07/2020;Almería;UCI;0;
22/07/2020;Almería;Curados;12;
22/07/2020;Almería;Fallecidos;0;
22/07/2020;Cádiz;Confirmados PCR;2;
22/07/2020;Cádiz;Total confirmados;3;
22/07/2020;Cádiz;Hospitalizados;1;
22/07/2020;Cádiz;UCI;0;
22/07/2020;Cádiz;Curados;1;
22/07/2020;Cádiz;Fallecidos;0;
22/07/2020;Córdoba;Confirmados PCR;9;
22/07/2020;Córdoba;Total confirmados;10;
22/07/2020;Córdoba;Hospitalizados;1;
22/07/2020;Córdoba;UCI;0;
22/07/2020;Córdoba;Curados;8;
22/07/2020;Córdoba;Fallecidos;0;
22/07/2020;Granada;Confirmados PCR;22;
22/07/2020;Granada;Total confirmados;23;
22/07/2020;Granada;Hospitalizados;0;
22/07/2020;Granada;UCI;0;
22/07/2020;Granada;Curados;5;
22/07/2020;Granada;Fallecidos;0;
22/07/2020;Huelva;Confirmados PCR;2;
22/07/2020;Huelva;Total confirmados;2;
22/07/2020;Huelva;Hospitalizados;0;
22/07/2020;Huelva;UCI;0;
22/07/2020;Huelva;Curados;2;
22/07/2020;Huelva;Fallecidos;0;
22/07/2020;Jaén;Confirmados PCR;0;
22/07/2020;Jaén;Total confirmados;1;
22/07/2020;Jaén;Hospitalizados;1;
22/07/2020;Jaén;UCI;1;
22/07/2020;Jaén;Curados;0;
22/07/2020;Jaén;Fallecidos;1;
22/07/2020;Málaga;Confirmados PCR;13;
22/07/2020;Málaga;Total confirmados;13;
22/07/2020;Málaga;Hospitalizados;1;
22/07/2020;Málaga;UCI;0;
22/07/2020;Málaga;Curados;3;
22/07/2020;Málaga;Fallecidos;0;
22/07/2020;Sevilla;Confirmados PCR;10;
22/07/2020;Sevilla;Total confirmados;10;
22/07/2020;Sevilla;Hospitalizados;0;
22/07/2020;Sevilla;UCI;0;
22/07/2020;Sevilla;Curados;4;
22/07/2020;Sevilla;Fallecidos;0;
21/07/2020;Andalucía;Confirmados PCR;56;
21/07/2020;Andalucía;Total confirmados;56;
21/07/2020;Andalucía;Hospitalizados;6;
21/07/2020;Andalucía;UCI;1;
21/07/2020;Andalucía;Curados;25;
21/07/2020;Andalucía;Fallecidos;2;
21/07/2020;Almería;Confirmados PCR;15;
21/07/2020;Almería;Total confirmados;15;
21/07/2020;Almería;Hospitalizados;2;
21/07/2020;Almería;UCI;0;
21/07/2020;Almería;Curados;11;
21/07/2020;Almería;Fallecidos;1;
21/07/2020;Cádiz;Confirmados PCR;3;
21/07/2020;Cádiz;Total confirmados;3;
21/07/2020;Cádiz;Hospitalizados;0;
21/07/2020;Cádiz;UCI;0;
21/07/2020;Cádiz;Curados;1;
21/07/2020;Cádiz;Fallecidos;0;
21/07/2020;Córdoba;Confirmados PCR;6;
21/07/2020;Córdoba;Total confirmados;6;
21/07/2020;Córdoba;Hospitalizados;1;
21/07/2020;Córdoba;UCI;0;
21/07/2020;Córdoba;Curados;4;
21/07/2020;Córdoba;Fallecidos;1;
21/07/2020;Granada;Confirmados PCR;7;
21/07/2020;Granada;Total confirmados;7;
21/07/2020;Granada;Hospitalizados;1;
21/07/2020;Granada;UCI;0;
21/07/2020;Granada;Curados;0;
21/07/2020;Granada;Fallecidos;0;
21/07/2020;Huelva;Confirmados PCR;1;
21/07/2020;Huelva;Total confirmados;1;
21/07/2020;Huelva;Hospitalizados;0;
21/07/2020;Huelva;UCI;0;
21/07/2020;Huelva;Curados;1;
21/07/2020;Huelva;Fallecidos;0;
21/07/2020;Jaén;Confirmados PCR;1;
21/07/2020;Jaén;Total confirmados;1;
21/07/2020;Jaén;Hospitalizados;0;
21/07/2020;Jaén;UCI;0;
21/07/2020;Jaén;Curados;1;
21/07/2020;Jaén;Fallecidos;0;
21/07/2020;Málaga;Confirmados PCR;16;
21/07/2020;Málaga;Total confirmados;16;
21/07/2020;Málaga;Hospitalizados;1;
21/07/2020;Málaga;UCI;0;
21/07/2020;Málaga;Curados;5;
21/07/2020;Málaga;Fallecidos;0;
21/07/2020;Sevilla;Confirmados PCR;7;
21/07/2020;Sevilla;Total confirmados;7;
21/07/2020;Sevilla;Hospitalizados;1;
21/07/2020;Sevilla;UCI;1;
21/07/2020;Sevilla;Curados;2;
21/07/2020;Sevilla;Fallecidos;0;
20/07/2020;Andalucía;Confirmados PCR;98;
20/07/2020;Andalucía;Total confirmados;98;
20/07/2020;Andalucía;Hospitalizados;8;
20/07/2020;Andalucía;UCI;1;
20/07/2020;Andalucía;Curados;62;
20/07/2020;Andalucía;Fallecidos;0;
20/07/2020;Almería;Confirmados PCR;55;
20/07/2020;Almería;Total confirmados;55;
20/07/2020;Almería;Hospitalizados;2;
20/07/2020;Almería;UCI;1;
20/07/2020;Almería;Curados;45;
20/07/2020;Almería;Fallecidos;0;
20/07/2020;Cádiz;Confirmados PCR;4;
20/07/2020;Cádiz;Total confirmados;4;
20/07/2020;Cádiz;Hospitalizados;2;
20/07/2020;Cádiz;UCI;0;
20/07/2020;Cádiz;Curados;2;
20/07/2020;Cádiz;Fallecidos;0;
20/07/2020;Córdoba;Confirmados PCR;6;
20/07/2020;Córdoba;Total confirmados;6;
20/07/2020;Córdoba;Hospitalizados;1;
20/07/2020;Córdoba;UCI;0;
20/07/2020;Córdoba;Curados;5;
20/07/2020;Córdoba;Fallecidos;0;
20/07/2020;Granada;Confirmados PCR;12;
20/07/2020;Granada;Total confirmados;12;
20/07/2020;Granada;Hospitalizados;1;
20/07/2020;Granada;UCI;0;
20/07/2020;Granada;Curados;1;
20/07/2020;Granada;Fallecidos;0;
20/07/2020;Málaga;Confirmados PCR;13;
20/07/2020;Málaga;Total confirmados;13;
20/07/2020;Málaga;Hospitalizados;2;
20/07/2020;Málaga;UCI;0;
20/07/2020;Málaga;Curados;4;
20/07/2020;Málaga;Fallecidos;0;
20/07/2020;Sevilla;Confirmados PCR;8;
20/07/2020;Sevilla;Total confirmados;8;
20/07/2020;Sevilla;Hospitalizados;0;
20/07/2020;Sevilla;UCI;0;
20/07/2020;Sevilla;Curados;5;
20/07/2020;Sevilla;Fallecidos;0;
19/07/2020;Andalucía;Confirmados PCR;88;
19/07/2020;Andalucía;Total confirmados;88;
19/07/2020;Andalucía;Hospitalizados;1;
19/07/2020;Andalucía;UCI;0;
19/07/2020;Andalucía;Curados;69;
19/07/2020;Andalucía;Fallecidos;0;
19/07/2020;Almería;Confirmados PCR;58;
19/07/2020;Almería;Total confirmados;58;
19/07/2020;Almería;Hospitalizados;0;
19/07/2020;Almería;UCI;0;
19/07/2020;Almería;Curados;54;
19/07/2020;Almería;Fallecidos;0;
19/07/2020;Cádiz;Confirmados PCR;1;
19/07/2020;Cádiz;Total confirmados;1;
19/07/2020;Cádiz;Hospitalizados;0;
19/07/2020;Cádiz;UCI;0;
19/07/2020;Cádiz;Curados;1;
19/07/2020;Cádiz;Fallecidos;0;
19/07/2020;Córdoba;Confirmados PCR;16;
19/07/2020;Córdoba;Total confirmados;16;
19/07/2020;Córdoba;Hospitalizados;0;
19/07/2020;Córdoba;UCI;0;
19/07/2020;Córdoba;Curados;13;
19/07/2020;Córdoba;Fallecidos;0;
19/07/2020;Granada;Confirmados PCR;6;
19/07/2020;Granada;Total confirmados;6;
19/07/2020;Granada;Hospitalizados;0;
19/07/2020;Granada;UCI;0;
19/07/2020;Granada;Curados;0;
19/07/2020;Granada;Fallecidos;0;
19/07/2020;Málaga;Confirmados PCR;7;
19/07/2020;Málaga;Total confirmados;7;
19/07/2020;Málaga;Hospitalizados;1;
19/07/2020;Málaga;UCI;0;
19/07/2020;Málaga;Curados;1;
19/07/2020;Málaga;Fallecidos;0;
18/07/2020;Andalucía;Confirmados PCR;103;
18/07/2020;Andalucía;Total confirmados;103;
18/07/2020;Andalucía;Hospitalizados;8;
18/07/2020;Andalucía;UCI;0;
18/07/2020;Andalucía;Curados;74;
18/07/2020;Andalucía;Fallecidos;0;
18/07/2020;Almería;Confirmados PCR;38;
18/07/2020;Almería;Total confirmados;38;
18/07/2020;Almería;Hospitalizados;4;
18/07/2020;Almería;UCI;0;
18/07/2020;Almería;Curados;35;
18/07/2020;Almería;Fallecidos;0;
18/07/2020;Cádiz;Confirmados PCR;2;
18/07/2020;Cádiz;Total confirmados;2;
18/07/2020;Cádiz;Hospitalizados;0;
18/07/2020;Cádiz;UCI;0;
18/07/2020;Cádiz;Curados;0;
18/07/2020;Cádiz;Fallecidos;0;
18/07/2020;Córdoba;Confirmados PCR;34;
18/07/2020;Córdoba;Total confirmados;34;
18/07/2020;Córdoba;Hospitalizados;0;
18/07/2020;Córdoba;UCI;0;
18/07/2020;Córdoba;Curados;28;
18/07/2020;Córdoba;Fallecidos;0;
18/07/2020;Granada;Confirmados PCR;10;
18/07/2020;Granada;Total confirmados;10;
18/07/2020;Granada;Hospitalizados;1;
18/07/2020;Granada;UCI;0;
18/07/2020;Granada;Curados;2;
18/07/2020;Granada;Fallecidos;0;
18/07/2020;Jaén;Confirmados PCR;1;
18/07/2020;Jaén;Total confirmados;1;
18/07/2020;Jaén;Hospitalizados;0;
18/07/2020;Jaén;UCI;0;
18/07/2020;Jaén;Curados;1;
18/07/2020;Jaén;Fallecidos;0;
18/07/2020;Málaga;Confirmados PCR;17;
18/07/2020;Málaga;Total confirmados;17;
18/07/2020;Málaga;Hospitalizados;3;
18/07/2020;Málaga;UCI;0;
18/07/2020;Málaga;Curados;8;
18/07/2020;Málaga;Fallecidos;0;
18/07/2020;Sevilla;Confirmados PCR;1;
18/07/2020;Sevilla;Total confirmados;1;
18/07/2020;Sevilla;Hospitalizados;0;
18/07/2020;Sevilla;UCI;0;
18/07/2020;Sevilla;Curados;0;
18/07/2020;Sevilla;Fallecidos;0;
17/07/2020;Andalucía;Confirmados PCR;113;
17/07/2020;Andalucía;Total confirmados;115;
17/07/2020;Andalucía;Hospitalizados;4;
17/07/2020;Andalucía;UCI;0;
17/07/2020;Andalucía;Curados;58;
17/07/2020;Andalucía;Fallecidos;0;
17/07/2020;Almería;Confirmados PCR;12;
17/07/2020;Almería;Total confirmados;12;
17/07/2020;Almería;Hospitalizados;3;
17/07/2020;Almería;UCI;0;
17/07/2020;Almería;Curados;12;
17/07/2020;Almería;Fallecidos;0;
17/07/2020;Cádiz;Confirmados PCR;0;
17/07/2020;Cádiz;Total confirmados;1;
17/07/2020;Cádiz;Hospitalizados;0;
17/07/2020;Cádiz;UCI;0;
17/07/2020;Cádiz;Curados;1;
17/07/2020;Cádiz;Fallecidos;0;
17/07/2020;Córdoba;Confirmados PCR;39;
17/07/2020;Córdoba;Total confirmados;39;
17/07/2020;Córdoba;Hospitalizados;0;
17/07/2020;Córdoba;UCI;0;
17/07/2020;Córdoba;Curados;31;
17/07/2020;Córdoba;Fallecidos;0;
17/07/2020;Granada;Confirmados PCR;25;
17/07/2020;Granada;Total confirmados;26;
17/07/2020;Granada;Hospitalizados;0;
17/07/2020;Granada;UCI;0;
17/07/2020;Granada;Curados;0;
17/07/2020;Granada;Fallecidos;0;
17/07/2020;Huelva;Confirmados PCR;1;
17/07/2020;Huelva;Total confirmados;1;
17/07/2020;Huelva;Hospitalizados;0;
17/07/2020;Huelva;UCI;0;
17/07/2020;Huelva;Curados;1;
17/07/2020;Huelva;Fallecidos;0;
17/07/2020;Jaén;Confirmados PCR;1;
17/07/2020;Jaén;Total confirmados;1;
17/07/2020;Jaén;Hospitalizados;0;
17/07/2020;Jaén;UCI;0;
17/07/2020;Jaén;Curados;1;
17/07/2020;Jaén;Fallecidos;0;
17/07/2020;Málaga;Confirmados PCR;25;
17/07/2020;Málaga;Total confirmados;25;
17/07/2020;Málaga;Hospitalizados;1;
17/07/2020;Málaga;UCI;0;
17/07/2020;Málaga;Curados;5;
17/07/2020;Málaga;Fallecidos;0;
17/07/2020;Sevilla;Confirmados PCR;10;
17/07/2020;Sevilla;Total confirmados;10;
17/07/2020;Sevilla;Hospitalizados;0;
17/07/2020;Sevilla;UCI;0;
17/07/2020;Sevilla;Curados;7;
17/07/2020;Sevilla;Fallecidos;0;
16/07/2020;Andalucía;Confirmados PCR;62;
16/07/2020;Andalucía;Total confirmados;62;
16/07/2020;Andalucía;Hospitalizados;1;
16/07/2020;Andalucía;UCI;0;
16/07/2020;Andalucía;Curados;25;
16/07/2020;Andalucía;Fallecidos;0;
16/07/2020;Almería;Confirmados PCR;10;
16/07/2020;Almería;Total confirmados;10;
16/07/2020;Almería;Hospitalizados;0;
16/07/2020;Almería;UCI;0;
16/07/2020;Almería;Curados;10;
16/07/2020;Almería;Fallecidos;0;
16/07/2020;Córdoba;Confirmados PCR;8;
16/07/2020;Córdoba;Total confirmados;8;
16/07/2020;Córdoba;Hospitalizados;0;
16/07/2020;Córdoba;UCI;0;
16/07/2020;Córdoba;Curados;5;
16/07/2020;Córdoba;Fallecidos;0;
16/07/2020;Granada;Confirmados PCR;30;
16/07/2020;Granada;Total confirmados;30;
16/07/2020;Granada;Hospitalizados;1;
16/07/2020;Granada;UCI;0;
16/07/2020;Granada;Curados;5;
16/07/2020;Granada;Fallecidos;0;
16/07/2020;Jaén;Confirmados PCR;2;
16/07/2020;Jaén;Total confirmados;2;
16/07/2020;Jaén;Hospitalizados;0;
16/07/2020;Jaén;UCI;0;
16/07/2020;Jaén;Curados;2;
16/07/2020;Jaén;Fallecidos;0;
16/07/2020;Málaga;Confirmados PCR;8;
16/07/2020;Málaga;Total confirmados;8;
16/07/2020;Málaga;Hospitalizados;0;
16/07/2020;Málaga;UCI;0;
16/07/2020;Málaga;Curados;0;
16/07/2020;Málaga;Fallecidos;0;
16/07/2020;Sevilla;Confirmados PCR;4;
16/07/2020;Sevilla;Total confirmados;4;
16/07/2020;Sevilla;Hospitalizados;0;
16/07/2020;Sevilla;UCI;0;
16/07/2020;Sevilla;Curados;3;
16/07/2020;Sevilla;Fallecidos;0;
15/07/2020;Andalucía;Confirmados PCR;46;
15/07/2020;Andalucía;Total confirmados;47;
15/07/2020;Andalucía;Hospitalizados;2;
15/07/2020;Andalucía;UCI;0;
15/07/2020;Andalucía;Curados;30;
15/07/2020;Andalucía;Fallecidos;1;
15/07/2020;Almería;Confirmados PCR;17;
15/07/2020;Almería;Total confirmados;17;
15/07/2020;Almería;Hospitalizados;0;
15/07/2020;Almería;UCI;0;
15/07/2020;Almería;Curados;17;
15/07/2020;Almería;Fallecidos;0;
15/07/2020;Granada;Confirmados PCR;10;
15/07/2020;Granada;Total confirmados;10;
15/07/2020;Granada;Hospitalizados;0;
15/07/2020;Granada;UCI;0;
15/07/2020;Granada;Curados;0;
15/07/2020;Granada;Fallecidos;0;
15/07/2020;Huelva;Confirmados PCR;1;
15/07/2020;Huelva;Total confirmados;1;
15/07/2020;Huelva;Hospitalizados;0;
15/07/2020;Huelva;UCI;0;
15/07/2020;Huelva;Curados;1;
15/07/2020;Huelva;Fallecidos;0;
15/07/2020;Jaén;Confirmados PCR;0;
15/07/2020;Jaén;Total confirmados;1;
15/07/2020;Jaén;Hospitalizados;1;
15/07/2020;Jaén;UCI;0;
15/07/2020;Jaén;Curados;0;
15/07/2020;Jaén;Fallecidos;1;
15/07/2020;Málaga;Confirmados PCR;8;
15/07/2020;Málaga;Total confirmados;8;
15/07/2020;Málaga;Hospitalizados;0;
15/07/2020;Málaga;UCI;0;
15/07/2020;Málaga;Curados;3;
15/07/2020;Málaga;Fallecidos;0;
15/07/2020;Sevilla;Confirmados PCR;10;
15/07/2020;Sevilla;Total confirmados;10;
15/07/2020;Sevilla;Hospitalizados;1;
15/07/2020;Sevilla;UCI;0;
15/07/2020;Sevilla;Curados;9;
15/07/2020;Sevilla;Fallecidos;0;
14/07/2020;Andalucía;Confirmados PCR;85;
14/07/2020;Andalucía;Total confirmados;85;
14/07/2020;Andalucía;Hospitalizados;6;
14/07/2020;Andalucía;UCI;0;
14/07/2020;Andalucía;Curados;60;
14/07/2020;Andalucía;Fallecidos;1;
14/07/2020;Almería;Confirmados PCR;51;
14/07/2020;Almería;Total confirmados;51;
14/07/2020;Almería;Hospitalizados;0;
14/07/2020;Almería;UCI;0;
14/07/2020;Almería;Curados;50;
14/07/2020;Almería;Fallecidos;0;
14/07/2020;Cádiz;Confirmados PCR;2;
14/07/2020;Cádiz;Total confirmados;2;
14/07/2020;Cádiz;Hospitalizados;0;
14/07/2020;Cádiz;UCI;0;
14/07/2020;Cádiz;Curados;0;
14/07/2020;Cádiz;Fallecidos;0;
14/07/2020;Granada;Confirmados PCR;17;
14/07/2020;Granada;Total confirmados;17;
14/07/2020;Granada;Hospitalizados;3;
14/07/2020;Granada;UCI;0;
14/07/2020;Granada;Curados;1;
14/07/2020;Granada;Fallecidos;1;
14/07/2020;Jaén;Confirmados PCR;6;
14/07/2020;Jaén;Total confirmados;6;
14/07/2020;Jaén;Hospitalizados;1;
14/07/2020;Jaén;UCI;0;
14/07/2020;Jaén;Curados;6;
14/07/2020;Jaén;Fallecidos;0;
14/07/2020;Málaga;Confirmados PCR;7;
14/07/2020;Málaga;Total confirmados;7;
14/07/2020;Málaga;Hospitalizados;1;
14/07/2020;Málaga;UCI;0;
14/07/2020;Málaga;Curados;2;
14/07/2020;Málaga;Fallecidos;0;
14/07/2020;Sevilla;Confirmados PCR;2;
14/07/2020;Sevilla;Total confirmados;2;
14/07/2020;Sevilla;Hospitalizados;1;
14/07/2020;Sevilla;UCI;0;
14/07/2020;Sevilla;Curados;1;
14/07/2020;Sevilla;Fallecidos;0;
13/07/2020;Andalucía;Confirmados PCR;30;
13/07/2020;Andalucía;Total confirmados;30;
13/07/2020;Andalucía;Hospitalizados;3;
13/07/2020;Andalucía;UCI;1;
13/07/2020;Andalucía;Curados;18;
13/07/2020;Andalucía;Fallecidos;0;
13/07/2020;Almería;Confirmados PCR;14;
13/07/2020;Almería;Total confirmados;14;
13/07/2020;Almería;Hospitalizados;3;
13/07/2020;Almería;UCI;1;
13/07/2020;Almería;Curados;13;
13/07/2020;Almería;Fallecidos;0;
13/07/2020;Cádiz;Confirmados PCR;3;
13/07/2020;Cádiz;Total confirmados;3;
13/07/2020;Cádiz;Hospitalizados;0;
13/07/2020;Cádiz;UCI;0;
13/07/2020;Cádiz;Curados;0;
13/07/2020;Cádiz;Fallecidos;0;
13/07/2020;Granada;Confirmados PCR;7;
13/07/2020;Granada;Total confirmados;7;
13/07/2020;Granada;Hospitalizados;0;
13/07/2020;Granada;UCI;0;
13/07/2020;Granada;Curados;1;
13/07/2020;Granada;Fallecidos;0;
13/07/2020;Huelva;Confirmados PCR;2;
13/07/2020;Huelva;Total confirmados;2;
13/07/2020;Huelva;Hospitalizados;0;
13/07/2020;Huelva;UCI;0;
13/07/2020;Huelva;Curados;2;
13/07/2020;Huelva;Fallecidos;0;
13/07/2020;Jaén;Confirmados PCR;1;
13/07/2020;Jaén;Total confirmados;1;
13/07/2020;Jaén;Hospitalizados;0;
13/07/2020;Jaén;UCI;0;
13/07/2020;Jaén;Curados;1;
13/07/2020;Jaén;Fallecidos;0;
13/07/2020;Málaga;Confirmados PCR;3;
13/07/2020;Málaga;Total confirmados;3;
13/07/2020;Málaga;Hospitalizados;0;
13/07/2020;Málaga;UCI;0;
13/07/2020;Málaga;Curados;1;
13/07/2020;Málaga;Fallecidos;0;
12/07/2020;Andalucía;Confirmados PCR;19;
12/07/2020;Andalucía;Total confirmados;19;
12/07/2020;Andalucía;Hospitalizados;4;
12/07/2020;Andalucía;UCI;0;
12/07/2020;Andalucía;Curados;13;
12/07/2020;Andalucía;Fallecidos;1;
12/07/2020;Almería;Confirmados PCR;11;
12/07/2020;Almería;Total confirmados;11;
12/07/2020;Almería;Hospitalizados;0;
12/07/2020;Almería;UCI;0;
12/07/2020;Almería;Curados;11;
12/07/2020;Almería;Fallecidos;0;
12/07/2020;Cádiz;Confirmados PCR;2;
12/07/2020;Cádiz;Total confirmados;2;
12/07/2020;Cádiz;Hospitalizados;0;
12/07/2020;Cádiz;UCI;0;
12/07/2020;Cádiz;Curados;0;
12/07/2020;Cádiz;Fallecidos;0;
12/07/2020;Granada;Confirmados PCR;2;
12/07/2020;Granada;Total confirmados;2;
12/07/2020;Granada;Hospitalizados;1;
12/07/2020;Granada;UCI;0;
12/07/2020;Granada;Curados;1;
12/07/2020;Granada;Fallecidos;0;
12/07/2020;Málaga;Confirmados PCR;4;
12/07/2020;Málaga;Total confirmados;4;
12/07/2020;Málaga;Hospitalizados;3;
12/07/2020;Málaga;UCI;0;
12/07/2020;Málaga;Curados;1;
12/07/2020;Málaga;Fallecidos;1;
11/07/2020;Andalucía;Confirmados PCR;42;
11/07/2020;Andalucía;Total confirmados;42;
11/07/2020;Andalucía;Hospitalizados;2;
11/07/2020;Andalucía;UCI;1;
11/07/2020;Andalucía;Curados;28;
11/07/2020;Andalucía;Fallecidos;0;
11/07/2020;Almería;Confirmados PCR;24;
11/07/2020;Almería;Total confirmados;24;
11/07/2020;Almería;Hospitalizados;2;
11/07/2020;Almería;UCI;1;
11/07/2020;Almería;Curados;24;
11/07/2020;Almería;Fallecidos;0;
11/07/2020;Córdoba;Confirmados PCR;4;
11/07/2020;Córdoba;Total confirmados;4;
11/07/2020;Córdoba;Hospitalizados;0;
11/07/2020;Córdoba;UCI;0;
11/07/2020;Córdoba;Curados;2;
11/07/2020;Córdoba;Fallecidos;0;
11/07/2020;Granada;Confirmados PCR;9;
11/07/2020;Granada;Total confirmados;9;
11/07/2020;Granada;Hospitalizados;0;
11/07/2020;Granada;UCI;0;
11/07/2020;Granada;Curados;0;
11/07/2020;Granada;Fallecidos;0;
11/07/2020;Jaén;Confirmados PCR;1;
11/07/2020;Jaén;Total confirmados;1;
11/07/2020;Jaén;Hospitalizados;0;
11/07/2020;Jaén;UCI;0;
11/07/2020;Jaén;Curados;1;
11/07/2020;Jaén;Fallecidos;0;
11/07/2020;Málaga;Confirmados PCR;4;
11/07/2020;Málaga;Total confirmados;4;
11/07/2020;Málaga;Hospitalizados;0;
11/07/2020;Málaga;UCI;0;
11/07/2020;Málaga;Curados;1;
11/07/2020;Málaga;Fallecidos;0;
10/07/2020;Andalucía;Confirmados PCR;51;
10/07/2020;Andalucía;Total confirmados;52;
10/07/2020;Andalucía;Hospitalizados;4;
10/07/2020;Andalucía;UCI;0;
10/07/2020;Andalucía;Curados;36;
10/07/2020;Andalucía;Fallecidos;0;
10/07/2020;Almería;Confirmados PCR;29;
10/07/2020;Almería;Total confirmados;30;
10/07/2020;Almería;Hospitalizados;1;
10/07/2020;Almería;UCI;0;
10/07/2020;Almería;Curados;30;
10/07/2020;Almería;Fallecidos;0;
10/07/2020;Cádiz;Confirmados PCR;2;
10/07/2020;Cádiz;Total confirmados;2;
10/07/2020;Cádiz;Hospitalizados;1;
10/07/2020;Cádiz;UCI;0;
10/07/2020;Cádiz;Curados;2;
10/07/2020;Cádiz;Fallecidos;0;
10/07/2020;Granada;Confirmados PCR;6;
10/07/2020;Granada;Total confirmados;6;
10/07/2020;Granada;Hospitalizados;0;
10/07/2020;Granada;UCI;0;
10/07/2020;Granada;Curados;0;
10/07/2020;Granada;Fallecidos;0;
10/07/2020;Huelva;Confirmados PCR;1;
10/07/2020;Huelva;Total confirmados;1;
10/07/2020;Huelva;Hospitalizados;0;
10/07/2020;Huelva;UCI;0;
10/07/2020;Huelva;Curados;1;
10/07/2020;Huelva;Fallecidos;0;
10/07/2020;Málaga;Confirmados PCR;12;
10/07/2020;Málaga;Total confirmados;12;
10/07/2020;Málaga;Hospitalizados;2;
10/07/2020;Málaga;UCI;0;
10/07/2020;Málaga;Curados;2;
10/07/2020;Málaga;Fallecidos;0;
10/07/2020;Sevilla;Confirmados PCR;1;
10/07/2020;Sevilla;Total confirmados;1;
10/07/2020;Sevilla;Hospitalizados;0;
10/07/2020;Sevilla;UCI;0;
10/07/2020;Sevilla;Curados;1;
10/07/2020;Sevilla;Fallecidos;0;
09/07/2020;Andalucía;Confirmados PCR;41;
09/07/2020;Andalucía;Total confirmados;41;
09/07/2020;Andalucía;Hospitalizados;4;
09/07/2020;Andalucía;UCI;0;
09/07/2020;Andalucía;Curados;10;
09/07/2020;Andalucía;Fallecidos;0;
