Fecha;Edad;Medida;Valor;
20/12/2021;De 60 a 69 años;Cobertura Pauta completa;102,2;
20/12/2021;De 50 a 59 años;Cobertura Pauta completa;96,3;
20/12/2021;De 40 a 49 años;Cobertura Pauta completa;90,7;
20/12/2021;De 30 a 39 años;Cobertura Pauta completa;81,9;
20/12/2021;De 20 a 29 años;Cobertura Pauta completa;83;
20/12/2021;De 12 a 19 años;Cobertura Pauta completa;89,5;
20/12/2021;De 5 a 11 años;Cobertura Pauta completa;1,7;
17/12/2021;De 80 y más;Cobertura Pauta completa;104,9;
17/12/2021;De 70 a 79 años;Cobertura Pauta completa;101,3;
17/12/2021;De 60 a 69 años;Cobertura Pauta completa;102,2;
17/12/2021;De 50 a 59 años;Cobertura Pauta completa;96,2;
17/12/2021;De 40 a 49 años;Cobertura Pauta completa;90,6;
17/12/2021;De 30 a 39 años;Cobertura Pauta completa;81,8;
17/12/2021;De 20 a 29 años;Cobertura Pauta completa;82,9;
17/12/2021;De 12 a 19 años;Cobertura Pauta completa;89,4;
17/12/2021;De 5 a 11 años;Cobertura Pauta completa;0,8;
16/12/2021;De 80 y más;Cobertura Pauta completa;104,8;
16/12/2021;De 70 a 79 años;Cobertura Pauta completa;101,3;
16/12/2021;De 60 a 69 años;Cobertura Pauta completa;102,1;
16/12/2021;De 50 a 59 años;Cobertura Pauta completa;96,2;
16/12/2021;De 40 a 49 años;Cobertura Pauta completa;90,6;
16/12/2021;De 30 a 39 años;Cobertura Pauta completa;81,7;
16/12/2021;De 20 a 29 años;Cobertura Pauta completa;82,8;
16/12/2021;De 12 a 19 años;Cobertura Pauta completa;89,2;
16/12/2021;De 5 a 11 años;Cobertura Pauta completa;0,4;
15/12/2021;De 80 y más;Cobertura Pauta completa;104,8;
15/12/2021;De 70 a 79 años;Cobertura Pauta completa;101,2;
15/12/2021;De 60 a 69 años;Cobertura Pauta completa;102;
15/12/2021;De 50 a 59 años;Cobertura Pauta completa;96,2;
15/12/2021;De 40 a 49 años;Cobertura Pauta completa;90,5;
15/12/2021;De 30 a 39 años;Cobertura Pauta completa;81,6;
15/12/2021;De 20 a 29 años;Cobertura Pauta completa;82,7;
15/12/2021;De 12 a 19 años;Cobertura Pauta completa;89,1;
15/12/2021;De 5 a 11 años;Cobertura Pauta completa;;
14/12/2021;De 80 y más;Cobertura Pauta completa;104,8;
14/12/2021;De 70 a 79 años;Cobertura Pauta completa;101,2;
14/12/2021;De 60 a 69 años;Cobertura Pauta completa;101,9;
14/12/2021;De 50 a 59 años;Cobertura Pauta completa;96,1;
14/12/2021;De 40 a 49 años;Cobertura Pauta completa;90,5;
14/12/2021;De 30 a 39 años;Cobertura Pauta completa;81,6;
14/12/2021;De 20 a 29 años;Cobertura Pauta completa;82,6;
14/12/2021;De 12 a 19 años;Cobertura Pauta completa;89;
14/12/2021;De 5 a 11 años;Cobertura Pauta completa;;
13/12/2021;De 80 y más;Cobertura Pauta completa;104,8;
13/12/2021;De 70 a 79 años;Cobertura Pauta completa;101,1;
13/12/2021;De 60 a 69 años;Cobertura Pauta completa;101,9;
13/12/2021;De 50 a 59 años;Cobertura Pauta completa;96,1;
13/12/2021;De 40 a 49 años;Cobertura Pauta completa;90,4;
13/12/2021;De 30 a 39 años;Cobertura Pauta completa;81,5;
13/12/2021;De 20 a 29 años;Cobertura Pauta completa;82,5;
13/12/2021;De 12 a 19 años;Cobertura Pauta completa;88,9;
13/12/2021;De 5 a 11 años;Cobertura Pauta completa;;
10/12/2021;De 80 y más;Cobertura Pauta completa;104,7;
10/12/2021;De 70 a 79 años;Cobertura Pauta completa;101,1;
10/12/2021;De 60 a 69 años;Cobertura Pauta completa;101,8;
10/12/2021;De 50 a 59 años;Cobertura Pauta completa;96,1;
10/12/2021;De 40 a 49 años;Cobertura Pauta completa;90,4;
10/12/2021;De 30 a 39 años;Cobertura Pauta completa;81,4;
10/12/2021;De 20 a 29 años;Cobertura Pauta completa;82,4;
10/12/2021;De 12 a 19 años;Cobertura Pauta completa;88,8;
10/12/2021;De 5 a 11 años;Cobertura Pauta completa;;
09/12/2021;De 80 y más;Cobertura Pauta completa;104,7;
09/12/2021;De 70 a 79 años;Cobertura Pauta completa;101,1;
09/12/2021;De 60 a 69 años;Cobertura Pauta completa;101,8;
09/12/2021;De 50 a 59 años;Cobertura Pauta completa;96;
09/12/2021;De 40 a 49 años;Cobertura Pauta completa;90,3;
09/12/2021;De 30 a 39 años;Cobertura Pauta completa;81,3;
09/12/2021;De 20 a 29 años;Cobertura Pauta completa;82,3;
09/12/2021;De 12 a 19 años;Cobertura Pauta completa;88,7;
09/12/2021;De 5 a 11 años;Cobertura Pauta completa;;
07/12/2021;De 80 y más;Cobertura Pauta completa;104,7;
07/12/2021;De 70 a 79 años;Cobertura Pauta completa;101;
07/12/2021;De 60 a 69 años;Cobertura Pauta completa;101,7;
07/12/2021;De 50 a 59 años;Cobertura Pauta completa;96;
07/12/2021;De 40 a 49 años;Cobertura Pauta completa;90,3;
07/12/2021;De 30 a 39 años;Cobertura Pauta completa;81,3;
07/12/2021;De 20 a 29 años;Cobertura Pauta completa;82,2;
07/12/2021;De 12 a 19 años;Cobertura Pauta completa;88,6;
07/12/2021;De 5 a 11 años;Cobertura Pauta completa;;
03/12/2021;De 80 y más;Cobertura Pauta completa;104,7;
03/12/2021;De 70 a 79 años;Cobertura Pauta completa;101;
03/12/2021;De 60 a 69 años;Cobertura Pauta completa;101,7;
03/12/2021;De 50 a 59 años;Cobertura Pauta completa;96;
03/12/2021;De 40 a 49 años;Cobertura Pauta completa;90,3;
03/12/2021;De 30 a 39 años;Cobertura Pauta completa;81,2;
03/12/2021;De 20 a 29 años;Cobertura Pauta completa;82,2;
03/12/2021;De 12 a 19 años;Cobertura Pauta completa;88,5;
03/12/2021;De 5 a 11 años;Cobertura Pauta completa;;
02/12/2021;De 80 y más;Cobertura Pauta completa;104,7;
02/12/2021;De 70 a 79 años;Cobertura Pauta completa;100,9;
02/12/2021;De 60 a 69 años;Cobertura Pauta completa;101,6;
02/12/2021;De 50 a 59 años;Cobertura Pauta completa;96;
02/12/2021;De 40 a 49 años;Cobertura Pauta completa;90,2;
02/12/2021;De 30 a 39 años;Cobertura Pauta completa;81,2;
02/12/2021;De 20 a 29 años;Cobertura Pauta completa;82,1;
02/12/2021;De 12 a 19 años;Cobertura Pauta completa;88,4;
02/12/2021;De 5 a 11 años;Cobertura Pauta completa;;
01/12/2021;De 80 y más;Cobertura Pauta completa;104,6;
01/12/2021;De 70 a 79 años;Cobertura Pauta completa;100,9;
01/12/2021;De 60 a 69 años;Cobertura Pauta completa;101,6;
01/12/2021;De 50 a 59 años;Cobertura Pauta completa;96;
01/12/2021;De 40 a 49 años;Cobertura Pauta completa;90,2;
01/12/2021;De 30 a 39 años;Cobertura Pauta completa;81,1;
01/12/2021;De 20 a 29 años;Cobertura Pauta completa;82;
01/12/2021;De 12 a 19 años;Cobertura Pauta completa;88,3;
01/12/2021;De 5 a 11 años;Cobertura Pauta completa;;
30/11/2021;De 80 y más;Cobertura Pauta completa;104,6;
30/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,9;
30/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,5;
30/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,9;
30/11/2021;De 40 a 49 años;Cobertura Pauta completa;90,2;
30/11/2021;De 30 a 39 años;Cobertura Pauta completa;81,1;
30/11/2021;De 20 a 29 años;Cobertura Pauta completa;81,9;
30/11/2021;De 12 a 19 años;Cobertura Pauta completa;88,2;
30/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
29/11/2021;De 80 y más;Cobertura Pauta completa;104,6;
29/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,8;
29/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,5;
29/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,9;
29/11/2021;De 40 a 49 años;Cobertura Pauta completa;90,1;
29/11/2021;De 30 a 39 años;Cobertura Pauta completa;81;
29/11/2021;De 20 a 29 años;Cobertura Pauta completa;81,8;
29/11/2021;De 12 a 19 años;Cobertura Pauta completa;88,1;
29/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
26/11/2021;De 80 y más;Cobertura Pauta completa;104,6;
26/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,8;
26/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,5;
26/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,9;
26/11/2021;De 40 a 49 años;Cobertura Pauta completa;90,1;
26/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,9;
26/11/2021;De 20 a 29 años;Cobertura Pauta completa;81,8;
26/11/2021;De 12 a 19 años;Cobertura Pauta completa;88;
26/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
25/11/2021;De 80 y más;Cobertura Pauta completa;104,6;
25/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,8;
25/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,4;
25/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,9;
25/11/2021;De 40 a 49 años;Cobertura Pauta completa;90,1;
25/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,9;
25/11/2021;De 20 a 29 años;Cobertura Pauta completa;81,7;
25/11/2021;De 12 a 19 años;Cobertura Pauta completa;87,9;
25/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
24/11/2021;De 80 y más;Cobertura Pauta completa;104,5;
24/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,7;
24/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,4;
24/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,9;
24/11/2021;De 40 a 49 años;Cobertura Pauta completa;90,1;
24/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,8;
24/11/2021;De 20 a 29 años;Cobertura Pauta completa;81,6;
24/11/2021;De 12 a 19 años;Cobertura Pauta completa;87,9;
24/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
23/11/2021;De 80 y más;Cobertura Pauta completa;104,5;
23/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,7;
23/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,4;
23/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,8;
23/11/2021;De 40 a 49 años;Cobertura Pauta completa;90;
23/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,8;
23/11/2021;De 20 a 29 años;Cobertura Pauta completa;81,5;
23/11/2021;De 12 a 19 años;Cobertura Pauta completa;87,8;
23/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
22/11/2021;De 80 y más;Cobertura Pauta completa;104,5;
22/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,7;
22/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,3;
22/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,8;
22/11/2021;De 40 a 49 años;Cobertura Pauta completa;90;
22/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,7;
22/11/2021;De 20 a 29 años;Cobertura Pauta completa;81,5;
22/11/2021;De 12 a 19 años;Cobertura Pauta completa;87,7;
22/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
19/11/2021;De 80 y más;Cobertura Pauta completa;104,5;
19/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,6;
19/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,3;
19/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,8;
19/11/2021;De 40 a 49 años;Cobertura Pauta completa;90;
19/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,7;
19/11/2021;De 20 a 29 años;Cobertura Pauta completa;81,4;
19/11/2021;De 12 a 19 años;Cobertura Pauta completa;87,6;
19/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
18/11/2021;De 80 y más;Cobertura Pauta completa;104,5;
18/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,6;
18/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,3;
18/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,8;
18/11/2021;De 40 a 49 años;Cobertura Pauta completa;89,9;
18/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,6;
18/11/2021;De 20 a 29 años;Cobertura Pauta completa;81,3;
18/11/2021;De 12 a 19 años;Cobertura Pauta completa;87,5;
18/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
17/11/2021;De 80 y más;Cobertura Pauta completa;104,4;
17/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,6;
17/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,3;
17/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,8;
17/11/2021;De 40 a 49 años;Cobertura Pauta completa;89,9;
17/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,6;
17/11/2021;De 20 a 29 años;Cobertura Pauta completa;81,3;
17/11/2021;De 12 a 19 años;Cobertura Pauta completa;87,5;
17/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
16/11/2021;De 80 y más;Cobertura Pauta completa;104,4;
16/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,5;
16/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,3;
16/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,8;
16/11/2021;De 40 a 49 años;Cobertura Pauta completa;89,9;
16/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,5;
16/11/2021;De 20 a 29 años;Cobertura Pauta completa;81,2;
16/11/2021;De 12 a 19 años;Cobertura Pauta completa;87,4;
16/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
15/11/2021;De 80 y más;Cobertura Pauta completa;104,4;
15/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,5;
15/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,2;
15/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,8;
15/11/2021;De 40 a 49 años;Cobertura Pauta completa;89,9;
15/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,5;
15/11/2021;De 20 a 29 años;Cobertura Pauta completa;81,1;
15/11/2021;De 12 a 19 años;Cobertura Pauta completa;87,3;
15/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
12/11/2021;De 80 y más;Cobertura Pauta completa;104,4;
12/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,5;
12/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,2;
12/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,7;
12/11/2021;De 40 a 49 años;Cobertura Pauta completa;89,8;
12/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,5;
12/11/2021;De 20 a 29 años;Cobertura Pauta completa;81,1;
12/11/2021;De 12 a 19 años;Cobertura Pauta completa;87,2;
12/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
11/11/2021;De 80 y más;Cobertura Pauta completa;104,3;
11/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,5;
11/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,2;
11/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,7;
11/11/2021;De 40 a 49 años;Cobertura Pauta completa;89,8;
11/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,4;
11/11/2021;De 20 a 29 años;Cobertura Pauta completa;81;
11/11/2021;De 12 a 19 años;Cobertura Pauta completa;87,2;
11/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
10/11/2021;De 80 y más;Cobertura Pauta completa;104,3;
10/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,4;
10/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,2;
10/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,7;
10/11/2021;De 40 a 49 años;Cobertura Pauta completa;89,8;
10/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,4;
10/11/2021;De 20 a 29 años;Cobertura Pauta completa;80,9;
10/11/2021;De 12 a 19 años;Cobertura Pauta completa;87,1;
10/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
09/11/2021;De 80 y más;Cobertura Pauta completa;104,3;
09/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,4;
09/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,2;
09/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,7;
09/11/2021;De 40 a 49 años;Cobertura Pauta completa;89,8;
09/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,3;
09/11/2021;De 20 a 29 años;Cobertura Pauta completa;80,9;
09/11/2021;De 12 a 19 años;Cobertura Pauta completa;87;
09/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
08/11/2021;De 80 y más;Cobertura Pauta completa;104,2;
08/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,4;
08/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,2;
08/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,7;
08/11/2021;De 40 a 49 años;Cobertura Pauta completa;89,8;
08/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,3;
08/11/2021;De 20 a 29 años;Cobertura Pauta completa;80,8;
08/11/2021;De 12 a 19 años;Cobertura Pauta completa;86,9;
08/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
05/11/2021;De 80 y más;Cobertura Pauta completa;104,2;
05/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,3;
05/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,1;
05/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,7;
05/11/2021;De 40 a 49 años;Cobertura Pauta completa;89,7;
05/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,2;
05/11/2021;De 20 a 29 años;Cobertura Pauta completa;80,8;
05/11/2021;De 12 a 19 años;Cobertura Pauta completa;86,9;
05/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
04/11/2021;De 80 y más;Cobertura Pauta completa;104,2;
04/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,3;
04/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,1;
04/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,6;
04/11/2021;De 40 a 49 años;Cobertura Pauta completa;89,7;
04/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,2;
04/11/2021;De 20 a 29 años;Cobertura Pauta completa;80,7;
04/11/2021;De 12 a 19 años;Cobertura Pauta completa;86,7;
04/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
03/11/2021;De 80 y más;Cobertura Pauta completa;104,1;
03/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,3;
03/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,1;
03/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,6;
03/11/2021;De 40 a 49 años;Cobertura Pauta completa;89,7;
03/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,1;
03/11/2021;De 20 a 29 años;Cobertura Pauta completa;80,6;
03/11/2021;De 12 a 19 años;Cobertura Pauta completa;86,6;
03/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
02/11/2021;De 80 y más;Cobertura Pauta completa;104,1;
02/11/2021;De 70 a 79 años;Cobertura Pauta completa;100,3;
02/11/2021;De 60 a 69 años;Cobertura Pauta completa;101,1;
02/11/2021;De 50 a 59 años;Cobertura Pauta completa;95,6;
02/11/2021;De 40 a 49 años;Cobertura Pauta completa;89,7;
02/11/2021;De 30 a 39 años;Cobertura Pauta completa;80,1;
02/11/2021;De 20 a 29 años;Cobertura Pauta completa;80,5;
02/11/2021;De 12 a 19 años;Cobertura Pauta completa;86,6;
02/11/2021;De 5 a 11 años;Cobertura Pauta completa;;
29/10/2021;De 80 y más;Cobertura Pauta completa;104,1;
29/10/2021;De 70 a 79 años;Cobertura Pauta completa;100,2;
29/10/2021;De 60 a 69 años;Cobertura Pauta completa;101,1;
29/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,6;
29/10/2021;De 40 a 49 años;Cobertura Pauta completa;89,6;
29/10/2021;De 30 a 39 años;Cobertura Pauta completa;80;
29/10/2021;De 20 a 29 años;Cobertura Pauta completa;80,5;
29/10/2021;De 12 a 19 años;Cobertura Pauta completa;86,5;
29/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
28/10/2021;De 80 y más;Cobertura Pauta completa;104,1;
28/10/2021;De 70 a 79 años;Cobertura Pauta completa;100,2;
28/10/2021;De 60 a 69 años;Cobertura Pauta completa;101;
28/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,6;
28/10/2021;De 40 a 49 años;Cobertura Pauta completa;89,6;
28/10/2021;De 30 a 39 años;Cobertura Pauta completa;80;
28/10/2021;De 20 a 29 años;Cobertura Pauta completa;80,4;
28/10/2021;De 12 a 19 años;Cobertura Pauta completa;86,4;
28/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
27/10/2021;De 80 y más;Cobertura Pauta completa;104;
27/10/2021;De 70 a 79 años;Cobertura Pauta completa;100,2;
27/10/2021;De 60 a 69 años;Cobertura Pauta completa;101;
27/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,6;
27/10/2021;De 40 a 49 años;Cobertura Pauta completa;89,6;
27/10/2021;De 30 a 39 años;Cobertura Pauta completa;79,9;
27/10/2021;De 20 a 29 años;Cobertura Pauta completa;80,3;
27/10/2021;De 12 a 19 años;Cobertura Pauta completa;86,2;
27/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
26/10/2021;De 80 y más;Cobertura Pauta completa;104;
26/10/2021;De 70 a 79 años;Cobertura Pauta completa;100,2;
26/10/2021;De 60 a 69 años;Cobertura Pauta completa;101;
26/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,6;
26/10/2021;De 40 a 49 años;Cobertura Pauta completa;89,5;
26/10/2021;De 30 a 39 años;Cobertura Pauta completa;79,9;
26/10/2021;De 20 a 29 años;Cobertura Pauta completa;80,2;
26/10/2021;De 12 a 19 años;Cobertura Pauta completa;86,2;
26/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
25/10/2021;De 80 y más;Cobertura Pauta completa;104;
25/10/2021;De 70 a 79 años;Cobertura Pauta completa;100,1;
25/10/2021;De 60 a 69 años;Cobertura Pauta completa;101;
25/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,5;
25/10/2021;De 40 a 49 años;Cobertura Pauta completa;89,5;
25/10/2021;De 30 a 39 años;Cobertura Pauta completa;79,8;
25/10/2021;De 20 a 29 años;Cobertura Pauta completa;80,2;
25/10/2021;De 12 a 19 años;Cobertura Pauta completa;86,1;
25/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
22/10/2021;De 80 y más;Cobertura Pauta completa;103,9;
22/10/2021;De 70 a 79 años;Cobertura Pauta completa;100,1;
22/10/2021;De 60 a 69 años;Cobertura Pauta completa;101;
22/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,5;
22/10/2021;De 40 a 49 años;Cobertura Pauta completa;89,5;
22/10/2021;De 30 a 39 años;Cobertura Pauta completa;79,8;
22/10/2021;De 20 a 29 años;Cobertura Pauta completa;80,1;
22/10/2021;De 12 a 19 años;Cobertura Pauta completa;85,9;
22/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
21/10/2021;De 80 y más;Cobertura Pauta completa;103,9;
21/10/2021;De 70 a 79 años;Cobertura Pauta completa;100,1;
21/10/2021;De 60 a 69 años;Cobertura Pauta completa;100,9;
21/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,5;
21/10/2021;De 40 a 49 años;Cobertura Pauta completa;89,4;
21/10/2021;De 30 a 39 años;Cobertura Pauta completa;79,7;
21/10/2021;De 20 a 29 años;Cobertura Pauta completa;80;
21/10/2021;De 12 a 19 años;Cobertura Pauta completa;85,8;
21/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
20/10/2021;De 80 y más;Cobertura Pauta completa;103,9;
20/10/2021;De 70 a 79 años;Cobertura Pauta completa;100,1;
20/10/2021;De 60 a 69 años;Cobertura Pauta completa;100,9;
20/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,5;
20/10/2021;De 40 a 49 años;Cobertura Pauta completa;89,4;
20/10/2021;De 30 a 39 años;Cobertura Pauta completa;79,6;
20/10/2021;De 20 a 29 años;Cobertura Pauta completa;79,8;
20/10/2021;De 12 a 19 años;Cobertura Pauta completa;85,6;
20/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
19/10/2021;De 80 y más;Cobertura Pauta completa;103,8;
19/10/2021;De 70 a 79 años;Cobertura Pauta completa;100;
19/10/2021;De 60 a 69 años;Cobertura Pauta completa;100,9;
19/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,5;
19/10/2021;De 40 a 49 años;Cobertura Pauta completa;89,4;
19/10/2021;De 30 a 39 años;Cobertura Pauta completa;79,5;
19/10/2021;De 20 a 29 años;Cobertura Pauta completa;79,7;
19/10/2021;De 12 a 19 años;Cobertura Pauta completa;85,5;
19/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
18/10/2021;De 80 y más;Cobertura Pauta completa;103,8;
18/10/2021;De 70 a 79 años;Cobertura Pauta completa;100;
18/10/2021;De 60 a 69 años;Cobertura Pauta completa;100,9;
18/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,4;
18/10/2021;De 40 a 49 años;Cobertura Pauta completa;89,3;
18/10/2021;De 30 a 39 años;Cobertura Pauta completa;79,5;
18/10/2021;De 20 a 29 años;Cobertura Pauta completa;79,6;
18/10/2021;De 12 a 19 años;Cobertura Pauta completa;85,4;
18/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
15/10/2021;De 80 y más;Cobertura Pauta completa;103,8;
15/10/2021;De 70 a 79 años;Cobertura Pauta completa;100;
15/10/2021;De 60 a 69 años;Cobertura Pauta completa;100,9;
15/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,4;
15/10/2021;De 40 a 49 años;Cobertura Pauta completa;89,3;
15/10/2021;De 30 a 39 años;Cobertura Pauta completa;79,4;
15/10/2021;De 20 a 29 años;Cobertura Pauta completa;79,5;
15/10/2021;De 12 a 19 años;Cobertura Pauta completa;85,2;
15/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
14/10/2021;De 80 y más;Cobertura Pauta completa;103,8;
14/10/2021;De 70 a 79 años;Cobertura Pauta completa;100;
14/10/2021;De 60 a 69 años;Cobertura Pauta completa;100,8;
14/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,4;
14/10/2021;De 40 a 49 años;Cobertura Pauta completa;89,3;
14/10/2021;De 30 a 39 años;Cobertura Pauta completa;79,3;
14/10/2021;De 20 a 29 años;Cobertura Pauta completa;79,4;
14/10/2021;De 12 a 19 años;Cobertura Pauta completa;84,9;
14/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
13/10/2021;De 80 y más;Cobertura Pauta completa;103,8;
13/10/2021;De 70 a 79 años;Cobertura Pauta completa;100;
13/10/2021;De 60 a 69 años;Cobertura Pauta completa;100,8;
13/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,4;
13/10/2021;De 40 a 49 años;Cobertura Pauta completa;89,2;
13/10/2021;De 30 a 39 años;Cobertura Pauta completa;79,2;
13/10/2021;De 20 a 29 años;Cobertura Pauta completa;79,1;
13/10/2021;De 12 a 19 años;Cobertura Pauta completa;84,6;
13/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
11/10/2021;De 80 y más;Cobertura Pauta completa;103,8;
11/10/2021;De 70 a 79 años;Cobertura Pauta completa;100;
11/10/2021;De 60 a 69 años;Cobertura Pauta completa;100,8;
11/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,3;
11/10/2021;De 40 a 49 años;Cobertura Pauta completa;89,1;
11/10/2021;De 30 a 39 años;Cobertura Pauta completa;79,1;
11/10/2021;De 20 a 29 años;Cobertura Pauta completa;79;
11/10/2021;De 12 a 19 años;Cobertura Pauta completa;84,4;
11/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
