Lugar de residencia;Edad;Medida;Valor;
Blázquez (Los);De 80 y más años;Nº personas;59;
Blázquez (Los);De 80 y más años;% Personas;118;
Blázquez (Los);De 70 a 79 años;Nº personas;80;
Blázquez (Los);De 70 a 79 años;% Personas;100;
Blázquez (Los);De 60 a 69 años;Nº personas;80;
Blázquez (Los);De 60 a 69 años;% Personas;95,23809523809524;
Blázquez (Los);De 50 a 59 años;Nº personas;97;
Blázquez (Los);De 50 a 59 años;% Personas;101,04166666666667;
Blázquez (Los);De 40 a 49 años;Nº personas;98;
Blázquez (Los);De 40 a 49 años;% Personas;95,14563106796116;
Blázquez (Los);De 30 a 39 años;Nº personas;50;
Blázquez (Los);De 30 a 39 años;% Personas;83,33333333333333;
Blázquez (Los);De 20 a 29 años;Nº personas;71;
Blázquez (Los);De 20 a 29 años;% Personas;94,66666666666667;
Blázquez (Los);De 12 a 19 años;Nº personas;53;
Blázquez (Los);De 12 a 19 años;% Personas;77,94117647058823;
Blázquez (Los);De 5 a 11 años;Nº personas;3;
Blázquez (Los);De 5 a 11 años;% Personas;13,636363636363637;
Bujalance;TOTAL;Nº personas;6449;
Bujalance;TOTAL;% Personas;88,14926189174412;
Bujalance;De 80 y más años;Nº personas;566;
Bujalance;De 80 y más años;% Personas;114,11290322580645;
Bujalance;De 70 a 79 años;Nº personas;641;
Bujalance;De 70 a 79 años;% Personas;106,83333333333333;
Bujalance;De 60 a 69 años;Nº personas;969;
Bujalance;De 60 a 69 años;% Personas;109,98864926220205;
Bujalance;De 50 a 59 años;Nº personas;1071;
Bujalance;De 50 a 59 años;% Personas;93,3740191804708;
Bujalance;De 40 a 49 años;Nº personas;943;
Bujalance;De 40 a 49 años;% Personas;92,17986314760509;
Bujalance;De 30 a 39 años;Nº personas;836;
Bujalance;De 30 a 39 años;% Personas;92,37569060773481;
Bujalance;De 20 a 29 años;Nº personas;740;
Bujalance;De 20 a 29 años;% Personas;86,85446009389672;
Bujalance;De 12 a 19 años;Nº personas;568;
Bujalance;De 12 a 19 años;% Personas;89,58990536277602;
Bujalance;De 5 a 11 años;Nº personas;115;
Bujalance;De 5 a 11 años;% Personas;24,46808510638298;
Cabra;TOTAL;Nº personas;17952;
Cabra;TOTAL;% Personas;88,67374660409978;
Cabra;De 80 y más años;Nº personas;1651;
Cabra;De 80 y más años;% Personas;115,45454545454545;
Cabra;De 70 a 79 años;Nº personas;1765;
Cabra;De 70 a 79 años;% Personas;104,80997624703087;
Cabra;De 60 a 69 años;Nº personas;2729;
Cabra;De 60 a 69 años;% Personas;108,98562300319489;
Cabra;De 50 a 59 años;Nº personas;3187;
Cabra;De 50 a 59 años;% Personas;96,22584541062803;
Cabra;De 40 a 49 años;Nº personas;2660;
Cabra;De 40 a 49 años;% Personas;90,59945504087193;
Cabra;De 30 a 39 años;Nº personas;2114;
Cabra;De 30 a 39 años;% Personas;88,60016764459345;
Cabra;De 20 a 29 años;Nº personas;1978;
Cabra;De 20 a 29 años;% Personas;83,88464800678541;
Cabra;De 12 a 19 años;Nº personas;1517;
Cabra;De 12 a 19 años;% Personas;89,65721040189125;
Cabra;De 5 a 11 años;Nº personas;351;
Cabra;De 5 a 11 años;% Personas;28,96039603960396;
Cañete de las Torres;TOTAL;Nº personas;2557;
Cañete de las Torres;TOTAL;% Personas;88,5387811634349;
Cañete de las Torres;De 80 y más años;Nº personas;309;
Cañete de las Torres;De 80 y más años;% Personas;117,49049429657795;
Cañete de las Torres;De 70 a 79 años;Nº personas;307;
Cañete de las Torres;De 70 a 79 años;% Personas;105,86206896551724;
Cañete de las Torres;De 60 a 69 años;Nº personas;415;
Cañete de las Torres;De 60 a 69 años;% Personas;110,07957559681698;
Cañete de las Torres;De 50 a 59 años;Nº personas;417;
Cañete de las Torres;De 50 a 59 años;% Personas;84,24242424242425;
Cañete de las Torres;De 40 a 49 años;Nº personas;345;
Cañete de las Torres;De 40 a 49 años;% Personas;97,73371104815864;
Cañete de las Torres;De 30 a 39 años;Nº personas;302;
Cañete de las Torres;De 30 a 39 años;% Personas;85,07042253521126;
Cañete de las Torres;De 20 a 29 años;Nº personas;251;
Cañete de las Torres;De 20 a 29 años;% Personas;77,46913580246914;
Cañete de las Torres;De 12 a 19 años;Nº personas;172;
Cañete de las Torres;De 12 a 19 años;% Personas;92,97297297297297;
Cañete de las Torres;De 5 a 11 años;Nº personas;39;
Cañete de las Torres;De 5 a 11 años;% Personas;29,104477611940297;
Carcabuey;TOTAL;Nº personas;2089;
Carcabuey;TOTAL;% Personas;87,99494524010109;
Carcabuey;De 80 y más años;Nº personas;259;
Carcabuey;De 80 y más años;% Personas;113,1004366812227;
Carcabuey;De 70 a 79 años;Nº personas;218;
Carcabuey;De 70 a 79 años;% Personas;104,30622009569377;
Carcabuey;De 60 a 69 años;Nº personas;348;
Carcabuey;De 60 a 69 años;% Personas;108,07453416149069;
Carcabuey;De 50 a 59 años;Nº personas;388;
Carcabuey;De 50 a 59 años;% Personas;90,65420560747664;
Carcabuey;De 40 a 49 años;Nº personas;236;
Carcabuey;De 40 a 49 años;% Personas;83,98576512455516;
Carcabuey;De 30 a 39 años;Nº personas;229;
Carcabuey;De 30 a 39 años;% Personas;88,41698841698842;
Carcabuey;De 20 a 29 años;Nº personas;245;
Carcabuey;De 20 a 29 años;% Personas;85,06944444444444;
Carcabuey;De 12 a 19 años;Nº personas;142;
Carcabuey;De 12 a 19 años;% Personas;81,14285714285714;
Carcabuey;De 5 a 11 años;Nº personas;24;
Carcabuey;De 5 a 11 años;% Personas;22,857142857142858;
Cardeña;TOTAL;Nº personas;1241;
Cardeña;TOTAL;% Personas;84,24983027834352;
Cardeña;De 80 y más años;Nº personas;174;
Cardeña;De 80 y más años;% Personas;104,81927710843374;
Cardeña;De 70 a 79 años;Nº personas;154;
Cardeña;De 70 a 79 años;% Personas;111,59420289855072;
Cardeña;De 60 a 69 años;Nº personas;209;
Cardeña;De 60 a 69 años;% Personas;97,20930232558139;
Cardeña;De 50 a 59 años;Nº personas;232;
Cardeña;De 50 a 59 años;% Personas;86,2453531598513;
Cardeña;De 40 a 49 años;Nº personas;144;
Cardeña;De 40 a 49 años;% Personas;79,12087912087912;
Cardeña;De 30 a 39 años;Nº personas;104;
Cardeña;De 30 a 39 años;% Personas;67,97385620915033;
Cardeña;De 20 a 29 años;Nº personas;121;
Cardeña;De 20 a 29 años;% Personas;82,87671232876713;
Cardeña;De 12 a 19 años;Nº personas;88;
Cardeña;De 12 a 19 años;% Personas;88;
Cardeña;De 5 a 11 años;Nº personas;15;
Cardeña;De 5 a 11 años;% Personas;22,727272727272727;
Carlota (La);TOTAL;Nº personas;12738;
Carlota (La);TOTAL;% Personas;89,5276918751757;
Carlota (La);De 80 y más años;Nº personas;962;
Carlota (La);De 80 y más años;% Personas;130;
Carlota (La);De 70 a 79 años;Nº personas;1192;
Carlota (La);De 70 a 79 años;% Personas;121,38492871690428;
Carlota (La);De 60 a 69 años;Nº personas;1657;
Carlota (La);De 60 a 69 años;% Personas;108,44240837696336;
Carlota (La);De 50 a 59 años;Nº personas;2013;
Carlota (La);De 50 a 59 años;% Personas;100,80120180270406;
Carlota (La);De 40 a 49 años;Nº personas;2240;
Carlota (La);De 40 a 49 años;% Personas;97,85932721712538;
Carlota (La);De 30 a 39 años;Nº personas;1739;
Carlota (La);De 30 a 39 años;% Personas;87,7396569122099;
Carlota (La);De 20 a 29 años;Nº personas;1380;
Carlota (La);De 20 a 29 años;% Personas;89,72691807542263;
Carlota (La);De 12 a 19 años;Nº personas;1267;
Carlota (La);De 12 a 19 años;% Personas;97,23714504988489;
Carlota (La);De 5 a 11 años;Nº personas;288;
Carlota (La);De 5 a 11 años;% Personas;24,891961970613657;
Carpio (El);TOTAL;Nº personas;3750;
Carpio (El);TOTAL;% Personas;85,57736193518942;
Carpio (El);De 80 y más años;Nº personas;305;
Carpio (El);De 80 y más años;% Personas;108,92857142857143;
Carpio (El);De 70 a 79 años;Nº personas;392;
Carpio (El);De 70 a 79 años;% Personas;107,98898071625344;
Carpio (El);De 60 a 69 años;Nº personas;595;
Carpio (El);De 60 a 69 años;% Personas;100,16835016835017;
Carpio (El);De 50 a 59 años;Nº personas;618;
Carpio (El);De 50 a 59 años;% Personas;93,63636363636364;
Carpio (El);De 40 a 49 años;Nº personas;601;
Carpio (El);De 40 a 49 años;% Personas;92,46153846153847;
Carpio (El);De 30 a 39 años;Nº personas;475;
Carpio (El);De 30 a 39 años;% Personas;81,89655172413794;
Carpio (El);De 20 a 29 años;Nº personas;355;
Carpio (El);De 20 a 29 años;% Personas;83,72641509433963;
Carpio (El);De 12 a 19 años;Nº personas;330;
Carpio (El);De 12 a 19 años;% Personas;87,3015873015873;
Carpio (El);De 5 a 11 años;Nº personas;79;
Carpio (El);De 5 a 11 años;% Personas;27,430555555555557;
Castro del Río;TOTAL;Nº personas;6812;
Castro del Río;TOTAL;% Personas;88,01033591731266;
Castro del Río;De 80 y más años;Nº personas;625;
Castro del Río;De 80 y más años;% Personas;114,05109489051095;
Castro del Río;De 70 a 79 años;Nº personas;645;
Castro del Río;De 70 a 79 años;% Personas;108,95270270270271;
Castro del Río;De 60 a 69 años;Nº personas;1006;
Castro del Río;De 60 a 69 años;% Personas;106,0063224446786;
Castro del Río;De 50 a 59 años;Nº personas;1200;
Castro del Río;De 50 a 59 años;% Personas;93,89671361502347;
Castro del Río;De 40 a 49 años;Nº personas;985;
Castro del Río;De 40 a 49 años;% Personas;93,80952380952381;
Castro del Río;De 30 a 39 años;Nº personas;908;
Castro del Río;De 30 a 39 años;% Personas;89,10696761530913;
Castro del Río;De 20 a 29 años;Nº personas;817;
Castro del Río;De 20 a 29 años;% Personas;90,47619047619048;
Castro del Río;De 12 a 19 años;Nº personas;494;
Castro del Río;De 12 a 19 años;% Personas;82,05980066445183;
Castro del Río;De 5 a 11 años;Nº personas;132;
Castro del Río;De 5 a 11 años;% Personas;27,272727272727273;
Conquista;TOTAL;Nº personas;345;
Conquista;TOTAL;% Personas;92,74193548387096;
Conquista;De 80 y más años;Nº personas;59;
Conquista;De 80 y más años;% Personas;125,53191489361703;
Conquista;De 70 a 79 años;Nº personas;71;
Conquista;De 70 a 79 años;% Personas;131,4814814814815;
Conquista;De 60 a 69 años;Nº personas;56;
Conquista;De 60 a 69 años;% Personas;90,3225806451613;
Conquista;De 50 a 59 años;Nº personas;50;
Conquista;De 50 a 59 años;% Personas;80,64516129032258;
Conquista;De 40 a 49 años;Nº personas;32;
Conquista;De 40 a 49 años;% Personas;82,05128205128206;
Conquista;De 30 a 39 años;Nº personas;41;
Conquista;De 30 a 39 años;% Personas;102,5;
Conquista;De 20 a 29 años;Nº personas;22;
Conquista;De 20 a 29 años;% Personas;64,70588235294117;
Conquista;De 12 a 19 años;Nº personas;12;
Conquista;De 12 a 19 años;% Personas;66,66666666666667;
Conquista;De 5 a 11 años;Nº personas;2;
Conquista;De 5 a 11 años;% Personas;25;
Córdoba (capital);TOTAL;Nº personas;288851;
Córdoba (capital);TOTAL;% Personas;89,68550412797178;
Córdoba (capital);De 80 y más años;Nº personas;21813;
Córdoba (capital);De 80 y más años;% Personas;117,52693965517241;
Córdoba (capital);De 70 a 79 años;Nº personas;29414;
Córdoba (capital);De 70 a 79 años;% Personas;108,79165587898066;
Córdoba (capital);De 60 a 69 años;Nº personas;41035;
Córdoba (capital);De 60 a 69 años;% Personas;105,0563236047107;
Córdoba (capital);De 50 a 59 años;Nº personas;50195;
Córdoba (capital);De 50 a 59 años;% Personas;100,34384183275694;
Córdoba (capital);De 40 a 49 años;Nº personas;48114;
Córdoba (capital);De 40 a 49 años;% Personas;95,0813192893702;
Córdoba (capital);De 30 a 39 años;Nº personas;34821;
Córdoba (capital);De 30 a 39 años;% Personas;89,33042585941509;
Córdoba (capital);De 20 a 29 años;Nº personas;31552;
Córdoba (capital);De 20 a 29 años;% Personas;93,96069088743299;
Córdoba (capital);De 12 a 19 años;Nº personas;26424;
Córdoba (capital);De 12 a 19 años;% Personas;91,60686427457098;
Córdoba (capital);De 5 a 11 años;Nº personas;5480;
Córdoba (capital);De 5 a 11 años;% Personas;24,021391311971243;
Doña Mencía;TOTAL;Nº personas;4008;
Doña Mencía;TOTAL;% Personas;87,07364762111666;
Doña Mencía;De 80 y más años;Nº personas;391;
Doña Mencía;De 80 y más años;% Personas;105,39083557951483;
Doña Mencía;De 70 a 79 años;Nº personas;378;
Doña Mencía;De 70 a 79 años;% Personas;102,4390243902439;
Doña Mencía;De 60 a 69 años;Nº personas;553;
Doña Mencía;De 60 a 69 años;% Personas;106,14203454894434;
Doña Mencía;De 50 a 59 años;Nº personas;718;
Doña Mencía;De 50 a 59 años;% Personas;97,82016348773843;
Doña Mencía;De 40 a 49 años;Nº personas;600;
Doña Mencía;De 40 a 49 años;% Personas;88,36524300441826;
Doña Mencía;De 30 a 39 años;Nº personas;458;
Doña Mencía;De 30 a 39 años;% Personas;85,60747663551402;
Doña Mencía;De 20 a 29 años;Nº personas;452;
Doña Mencía;De 20 a 29 años;% Personas;80;
Doña Mencía;De 12 a 19 años;Nº personas;367;
Doña Mencía;De 12 a 19 años;% Personas;90,17199017199017;
Doña Mencía;De 5 a 11 años;Nº personas;91;
Doña Mencía;De 5 a 11 años;% Personas;35,68627450980392;
Dos Torres;TOTAL;Nº personas;2139;
Dos Torres;TOTAL;% Personas;89,16215089620675;
Dos Torres;De 80 y más años;Nº personas;229;
Dos Torres;De 80 y más años;% Personas;112,25490196078431;
Dos Torres;De 70 a 79 años;Nº personas;194;
Dos Torres;De 70 a 79 años;% Personas;103,19148936170212;
Dos Torres;De 60 a 69 años;Nº personas;343;
Dos Torres;De 60 a 69 años;% Personas;114,33333333333333;
Dos Torres;De 50 a 59 años;Nº personas;363;
Dos Torres;De 50 a 59 años;% Personas;88,97058823529412;
Dos Torres;De 40 a 49 años;Nº personas;287;
Dos Torres;De 40 a 49 años;% Personas;97,61904761904762;
Dos Torres;De 30 a 39 años;Nº personas;290;
Dos Torres;De 30 a 39 años;% Personas;100;
Dos Torres;De 20 a 29 años;Nº personas;226;
Dos Torres;De 20 a 29 años;% Personas;80,42704626334519;
Dos Torres;De 12 a 19 años;Nº personas;180;
Dos Torres;De 12 a 19 años;% Personas;100,55865921787709;
Dos Torres;De 5 a 11 años;Nº personas;27;
Dos Torres;De 5 a 11 años;% Personas;16,875;
Encinas Reales;TOTAL;Nº personas;1966;
Encinas Reales;TOTAL;% Personas;87,14539007092199;
Encinas Reales;De 80 y más años;Nº personas;175;
Encinas Reales;De 80 y más años;% Personas;113,63636363636364;
Encinas Reales;De 70 a 79 años;Nº personas;198;
Encinas Reales;De 70 a 79 años;% Personas;105,88235294117646;
Encinas Reales;De 60 a 69 años;Nº personas;294;
Encinas Reales;De 60 a 69 años;% Personas;98,98989898989899;
Encinas Reales;De 50 a 59 años;Nº personas;337;
Encinas Reales;De 50 a 59 años;% Personas;97,11815561959654;
Encinas Reales;De 40 a 49 años;Nº personas;295;
Encinas Reales;De 40 a 49 años;% Personas;93,35443037974683;
Encinas Reales;De 30 a 39 años;Nº personas;223;
Encinas Reales;De 30 a 39 años;% Personas;85,1145038167939;
Encinas Reales;De 20 a 29 años;Nº personas;222;
Encinas Reales;De 20 a 29 años;% Personas;80,72727272727273;
Encinas Reales;De 12 a 19 años;Nº personas;182;
Encinas Reales;De 12 a 19 años;% Personas;88,3495145631068;
Encinas Reales;De 5 a 11 años;Nº personas;40;
Encinas Reales;De 5 a 11 años;% Personas;29,850746268656717;
Espejo;TOTAL;Nº personas;2892;
Espejo;TOTAL;% Personas;88,38630806845966;
Espejo;De 80 y más años;Nº personas;360;
Espejo;De 80 y más años;% Personas;102,56410256410257;
Espejo;De 70 a 79 años;Nº personas;368;
Espejo;De 70 a 79 años;% Personas;106,35838150289017;
Espejo;De 60 a 69 años;Nº personas;475;
Espejo;De 60 a 69 años;% Personas;101,4957264957265;
Espejo;De 50 a 59 años;Nº personas;458;
Espejo;De 50 a 59 años;% Personas;94,23868312757202;
Espejo;De 40 a 49 años;Nº personas;381;
Espejo;De 40 a 49 años;% Personas;88,39907192575406;
Espejo;De 30 a 39 años;Nº personas;339;
Espejo;De 30 a 39 años;% Personas;94,16666666666667;
Espejo;De 20 a 29 años;Nº personas;283;
Espejo;De 20 a 29 años;% Personas;79,27170868347339;
Espejo;De 12 a 19 años;Nº personas;183;
Espejo;De 12 a 19 años;% Personas;89,70588235294117;
Espejo;De 5 a 11 años;Nº personas;45;
Espejo;De 5 a 11 años;% Personas;27,272727272727273;
Espiel;TOTAL;Nº personas;2044;
Espiel;TOTAL;% Personas;84,32343234323433;
Espiel;De 80 y más años;Nº personas;279;
Espiel;De 80 y más años;% Personas;108,984375;
Espiel;De 70 a 79 años;Nº personas;215;
Espiel;De 70 a 79 años;% Personas;98,17351598173516;
Espiel;De 60 a 69 años;Nº personas;324;
Espiel;De 60 a 69 años;% Personas;99,6923076923077;
Espiel;De 50 a 59 años;Nº personas;287;
Espiel;De 50 a 59 años;% Personas;84,66076696165192;
Espiel;De 40 a 49 años;Nº personas;307;
Espiel;De 40 a 49 años;% Personas;88,2183908045977;
Espiel;De 30 a 39 años;Nº personas;263;
Espiel;De 30 a 39 años;% Personas;79,45619335347432;
Espiel;De 20 a 29 años;Nº personas;180;
Espiel;De 20 a 29 años;% Personas;83,33333333333333;
Espiel;De 12 a 19 años;Nº personas;144;
Espiel;De 12 a 19 años;% Personas;93,50649350649351;
Espiel;De 5 a 11 años;Nº personas;45;
Espiel;De 5 a 11 años;% Personas;29,605263157894736;
Fernán-Núñez;TOTAL;Nº personas;8653;
Fernán-Núñez;TOTAL;% Personas;89,51070652736112;
Fernán-Núñez;De 80 y más años;Nº personas;739;
Fernán-Núñez;De 80 y más años;% Personas;113,51766513056836;
Fernán-Núñez;De 70 a 79 años;Nº personas;785;
Fernán-Núñez;De 70 a 79 años;% Personas;106,08108108108108;
Fernán-Núñez;De 60 a 69 años;Nº personas;1237;
Fernán-Núñez;De 60 a 69 años;% Personas;110,05338078291815;
Fernán-Núñez;De 50 a 59 años;Nº personas;1516;
Fernán-Núñez;De 50 a 59 años;% Personas;98,56957087126138;
Fernán-Núñez;De 40 a 49 años;Nº personas;1320;
Fernán-Núñez;De 40 a 49 años;% Personas;93,28621908127208;
Fernán-Núñez;De 30 a 39 años;Nº personas;1175;
Fernán-Núñez;De 30 a 39 años;% Personas;92,22919937205651;
Fernán-Núñez;De 20 a 29 años;Nº personas;946;
Fernán-Núñez;De 20 a 29 años;% Personas;90,0952380952381;
Fernán-Núñez;De 12 a 19 años;Nº personas;774;
Fernán-Núñez;De 12 a 19 años;% Personas;90,63231850117096;
Fernán-Núñez;De 5 a 11 años;Nº personas;161;
Fernán-Núñez;De 5 a 11 años;% Personas;26,833333333333332;
Fuente Carreteros;TOTAL;Nº personas;578;
Fuente Carreteros;TOTAL;% Personas;51,01500441306266;
Fuente Carreteros;De 80 y más años;Nº personas;29;
Fuente Carreteros;De 80 y más años;% Personas;43,93939393939394;
Fuente Carreteros;De 70 a 79 años;Nº personas;44;
Fuente Carreteros;De 70 a 79 años;% Personas;41,904761904761905;
Fuente Carreteros;De 60 a 69 años;Nº personas;91;
Fuente Carreteros;De 60 a 69 años;% Personas;65,94202898550725;
Fuente Carreteros;De 50 a 59 años;Nº personas;112;
Fuente Carreteros;De 50 a 59 años;% Personas;64,36781609195403;
Fuente Carreteros;De 40 a 49 años;Nº personas;84;
Fuente Carreteros;De 40 a 49 años;% Personas;54,90196078431372;
Fuente Carreteros;De 30 a 39 años;Nº personas;68;
Fuente Carreteros;De 30 a 39 años;% Personas;47,22222222222222;
Fuente Carreteros;De 20 a 29 años;Nº personas;81;
Fuente Carreteros;De 20 a 29 años;% Personas;58,69565217391305;
Fuente Carreteros;De 12 a 19 años;Nº personas;59;
Fuente Carreteros;De 12 a 19 años;% Personas;63,44086021505376;
Fuente Carreteros;De 5 a 11 años;Nº personas;10;
Fuente Carreteros;De 5 a 11 años;% Personas;13,333333333333334;
Fuente la Lancha;TOTAL;Nº personas;272;
Fuente la Lancha;TOTAL;% Personas;80,71216617210682;
Fuente la Lancha;De 80 y más años;Nº personas;37;
Fuente la Lancha;De 80 y más años;% Personas;123,33333333333333;
Fuente la Lancha;De 70 a 79 años;Nº personas;38;
Fuente la Lancha;De 70 a 79 años;% Personas;88,37209302325581;
Fuente la Lancha;De 60 a 69 años;Nº personas;47;
Fuente la Lancha;De 60 a 69 años;% Personas;104,44444444444444;
Fuente la Lancha;De 50 a 59 años;Nº personas;36;
Fuente la Lancha;De 50 a 59 años;% Personas;78,26086956521739;
Fuente la Lancha;De 40 a 49 años;Nº personas;38;
Fuente la Lancha;De 40 a 49 años;% Personas;76;
Fuente la Lancha;De 30 a 39 años;Nº personas;33;
Fuente la Lancha;De 30 a 39 años;% Personas;73,33333333333333;
Fuente la Lancha;De 20 a 29 años;Nº personas;23;
Fuente la Lancha;De 20 a 29 años;% Personas;71,875;
Fuente la Lancha;De 12 a 19 años;Nº personas;17;
Fuente la Lancha;De 12 a 19 años;% Personas;113,33333333333333;
Fuente la Lancha;De 5 a 11 años;Nº personas;3;
Fuente la Lancha;De 5 a 11 años;% Personas;16,666666666666668;
Fuente Obejuna;TOTAL;Nº personas;4037;
Fuente Obejuna;TOTAL;% Personas;89,61154273029966;
Fuente Obejuna;De 80 y más años;Nº personas;465;
Fuente Obejuna;De 80 y más años;% Personas;104,02684563758389;
Fuente Obejuna;De 70 a 79 años;Nº personas;539;
Fuente Obejuna;De 70 a 79 años;% Personas;106,52173913043478;
Fuente Obejuna;De 60 a 69 años;Nº personas;700;
Fuente Obejuna;De 60 a 69 años;% Personas;106,06060606060606;
Fuente Obejuna;De 50 a 59 años;Nº personas;711;
Fuente Obejuna;De 50 a 59 años;% Personas;95,05347593582887;
Fuente Obejuna;De 40 a 49 años;Nº personas;517;
Fuente Obejuna;De 40 a 49 años;% Personas;88,52739726027397;
Fuente Obejuna;De 30 a 39 años;Nº personas;424;
Fuente Obejuna;De 30 a 39 años;% Personas;83,79446640316206;
Fuente Obejuna;De 20 a 29 años;Nº personas;392;
Fuente Obejuna;De 20 a 29 años;% Personas;83,58208955223881;
Fuente Obejuna;De 12 a 19 años;Nº personas;236;
Fuente Obejuna;De 12 a 19 años;% Personas;87,4074074074074;
Fuente Obejuna;De 5 a 11 años;Nº personas;53;
Fuente Obejuna;De 5 a 11 años;% Personas;28,804347826086957;
Fuente Palmera;TOTAL;Nº personas;8854;
Fuente Palmera;TOTAL;% Personas;90,31929001326125;
Fuente Palmera;De 80 y más años;Nº personas;682;
Fuente Palmera;De 80 y más años;% Personas;128,1954887218045;
Fuente Palmera;De 70 a 79 años;Nº personas;801;
Fuente Palmera;De 70 a 79 años;% Personas;122,10365853658537;
Fuente Palmera;De 60 a 69 años;Nº personas;1153;
Fuente Palmera;De 60 a 69 años;% Personas;110,01908396946565;
Fuente Palmera;De 50 a 59 años;Nº personas;1458;
Fuente Palmera;De 50 a 59 años;% Personas;99,72640218878249;
Fuente Palmera;De 40 a 49 años;Nº personas;1427;
Fuente Palmera;De 40 a 49 años;% Personas;99,92997198879551;
Fuente Palmera;De 30 a 39 años;Nº personas;1275;
Fuente Palmera;De 30 a 39 años;% Personas;91,792656587473;
Fuente Palmera;De 20 a 29 años;Nº personas;980;
Fuente Palmera;De 20 a 29 años;% Personas;85,96491228070175;
Fuente Palmera;De 12 a 19 años;Nº personas;835;
Fuente Palmera;De 12 a 19 años;% Personas;95,31963470319634;
Fuente Palmera;De 5 a 11 años;Nº personas;243;
Fuente Palmera;De 5 a 11 años;% Personas;30,527638190954775;
Fuente-Tójar;TOTAL;Nº personas;593;
Fuente-Tójar;TOTAL;% Personas;87,72189349112426;
Fuente-Tójar;De 80 y más años;Nº personas;91;
Fuente-Tójar;De 80 y más años;% Personas;108,33333333333333;
Fuente-Tójar;De 70 a 79 años;Nº personas;63;
Fuente-Tójar;De 70 a 79 años;% Personas;110,52631578947368;
Fuente-Tójar;De 60 a 69 años;Nº personas;83;
Fuente-Tójar;De 60 a 69 años;% Personas;89,24731182795699;
Fuente-Tójar;De 50 a 59 años;Nº personas;103;
Fuente-Tójar;De 50 a 59 años;% Personas;92,7927927927928;
Fuente-Tójar;De 40 a 49 años;Nº personas;71;
Fuente-Tójar;De 40 a 49 años;% Personas;94,66666666666667;
Fuente-Tójar;De 30 a 39 años;Nº personas;61;
Fuente-Tójar;De 30 a 39 años;% Personas;81,33333333333333;
Fuente-Tójar;De 20 a 29 años;Nº personas;58;
Fuente-Tójar;De 20 a 29 años;% Personas;78,37837837837837;
Fuente-Tójar;De 12 a 19 años;Nº personas;48;
Fuente-Tójar;De 12 a 19 años;% Personas;82,75862068965517;
Fuente-Tójar;De 5 a 11 años;Nº personas;15;
Fuente-Tójar;De 5 a 11 años;% Personas;53,57142857142857;
Granjuela (La);TOTAL;Nº personas;355;
Granjuela (La);TOTAL;% Personas;82,17592592592592;
Granjuela (La);De 80 y más años;Nº personas;42;
Granjuela (La);De 80 y más años;% Personas;93,33333333333333;
Granjuela (La);De 70 a 79 años;Nº personas;49;
Granjuela (La);De 70 a 79 años;% Personas;111,36363636363636;
Granjuela (La);De 60 a 69 años;Nº personas;57;
Granjuela (La);De 60 a 69 años;% Personas;83,82352941176471;
Granjuela (La);De 50 a 59 años;Nº personas;73;
Granjuela (La);De 50 a 59 años;% Personas;96,05263157894737;
Granjuela (La);De 40 a 49 años;Nº personas;40;
Granjuela (La);De 40 a 49 años;% Personas;74,07407407407408;
Granjuela (La);De 30 a 39 años;Nº personas;23;
Granjuela (La);De 30 a 39 años;% Personas;56,09756097560975;
Granjuela (La);De 20 a 29 años;Nº personas;37;
Granjuela (La);De 20 a 29 años;% Personas;90,2439024390244;
Granjuela (La);De 12 a 19 años;Nº personas;28;
Granjuela (La);De 12 a 19 años;% Personas;84,84848484848484;
Granjuela (La);De 5 a 11 años;Nº personas;6;
Granjuela (La);De 5 a 11 años;% Personas;28,571428571428573;
Guadalcázar;TOTAL;Nº personas;1186;
Guadalcázar;TOTAL;% Personas;75,92829705505761;
Guadalcázar;De 80 y más años;Nº personas;79;
Guadalcázar;De 80 y más años;% Personas;106,75675675675676;
Guadalcázar;De 70 a 79 años;Nº personas;107;
Guadalcázar;De 70 a 79 años;% Personas;105,94059405940594;
Guadalcázar;De 60 a 69 años;Nº personas;152;
Guadalcázar;De 60 a 69 años;% Personas;112,5925925925926;
Guadalcázar;De 50 a 59 años;Nº personas;221;
Guadalcázar;De 50 a 59 años;% Personas;90,20408163265306;
Guadalcázar;De 40 a 49 años;Nº personas;197;
Guadalcázar;De 40 a 49 años;% Personas;77,25490196078431;
Guadalcázar;De 30 a 39 años;Nº personas;190;
Guadalcázar;De 30 a 39 años;% Personas;74,50980392156863;
Guadalcázar;De 20 a 29 años;Nº personas;124;
Guadalcázar;De 20 a 29 años;% Personas;72,94117647058823;
Guadalcázar;De 12 a 19 años;Nº personas;94;
Guadalcázar;De 12 a 19 años;% Personas;83,92857142857143;
Guadalcázar;De 5 a 11 años;Nº personas;22;
Guadalcázar;De 5 a 11 años;% Personas;16,793893129770993;
Guijarrosa (La);TOTAL;Nº personas;599;
Guijarrosa (La);TOTAL;% Personas;43,88278388278388;
Guijarrosa (La);De 80 y más años;Nº personas;20;
Guijarrosa (La);De 80 y más años;% Personas;26,666666666666668;
Guijarrosa (La);De 70 a 79 años;Nº personas;39;
Guijarrosa (La);De 70 a 79 años;% Personas;34,51327433628319;
Guijarrosa (La);De 60 a 69 años;Nº personas;75;
Guijarrosa (La);De 60 a 69 años;% Personas;42,61363636363637;
Guijarrosa (La);De 50 a 59 años;Nº personas;125;
